,link,brand,product,price,Ram (Sistem Belleği),ssd_capacity,graphics_card,processor_type,operating_system,screen_size,screen_resolution,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,graphics_memory,İşlemci Modeli,processor_generation,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,touchscreen,Panel Tipi,Ram (Sistem Belleği) Tipi,Arttırılabilir Azami Bellek,color,warranty_type,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,keyboard,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,warranty_period,Suya/Toza Dayanıklılık,Hızlı Şarj,fingerprint_reader,Şarjlı Kullanım Süresi,Optik Sürücü Tipi,country_of_origin,Kapasite,İşlemci Frekansı,Power Supply,hdmi,Beden,Tamir Edilebilirlik,CE Uygunluk Sembolu,İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı,Üretici Bilgisi,Ekran Kartı Gücü,Piksel Yoğunluğu,ssd,os,processor,gpu,screensize,resolution,gpumemory,cpugen,warranty,warrantyperiod,origin,fingerprint,Paket Görseli (arka),Sıvı Soğutma,Soket Tipi
4230,https://www.trendyol.com/zeiron/damage-x20-ryzen-7-5700x-32gb-1tb-m-2-nvme-ssd-rtx3050-27-240hz-oyuncu-masaustu-bilgisayar-p-859921678,"Zeiron Damage X20 Ryzen 75700X 32GB 1TB M.2 Nvme SSD Rtx3050 27"" 240Hz Oyuncu Masaüstü Bilgisayar",Damage X20 Ryzen 7,,32 GB,,,,,,,,4 kg ve üzeri,240 Hz,Harici,,,,8,HDD Yok,,VA,DDR4,64 GB,,,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 3050,25 + inç,1920 x 1080,8 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4231,https://www.trendyol.com/lenovo/15-6-v15-82yu0124tx-ryzen-5-7520u-8gb-512gb-m2-nvme-o-b-uhd-fdos-p-896919094,"LENOVO 15.6"" V15 82YU0124TXRYZEN 5 7520U 8GB- 512GB M2 NVME- O/B UHD FDOS",,"19.953,65 TL",4 GB,,,,,,,Ofis - İş,2 - 4 kg,60 Hz,Dahili,,1000M,,10,HDD Yok,Yok,TN,DDR4,,Siyah,,,4.5,Bluetooth,Q Türkçe (Aydınlatmalı),GDDR5X,FHD+,,,,,4-6 Saat,Yok,,,,,,,,,,,,,120 GB,Free Dos (İşletim Sistemi Yok),Intel Core M,Intel Iris Pro Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,13. Nesil,Resmi Distribütör Garantili,2 Yıl,TR,,,,
4232,https://www.trendyol.com/dmc/n231-gta-5-i5-3470-16gb-ram-500gb-hdd-256gb-ssd-gt740-24-curved-masaustu-oyuncu-bilgisayari-p-822524249,"DMC N231 (GTA 5) I5 3470,16gbRam,500gb Hdd,256gb Ssd,gt740,24''curved Masaüstü Oyuncu Bilgisayarı","N231 (GTA 5) I5 3470,16gb",13.849 TL,16 GB,,,,,,,,,75 Hz,Harici,,,,4,500 GB,,,DDR3,,,,3.2,,Kablo,Numerik Tuşlu Aydınlatmalı,DDR3,Full HD (FHD),,,,,,Yok,,500 GB,3.00 GHz üstü,250 - 350 W,Var,,,,,,,,256 GB,Windows,Intel Core i5,Nvidia Geforce GT 740,"24"" / 61 Ekran",1920 x 1080,4 GB ve altı,,Resmi Distribütör Garantili,2 Yıl,,,,,
4233,https://www.trendyol.com/apple/macbook-air-m3-cip-16gb-512gb-ssd-13-3-inc-gece-yarisi-mxcv3tu-a-p-814750678,Apple Macbook Air M3 Çip 16gb512gb Ssd 13.3 Inç Gece Yarısı Mxcv3tu/a,Macbook Air M3 Çip 16gb,49.899 TL,16 GB,,,,,,,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,,Belirtilmemiş,,8,HDD Yok,Yok,IPS,Birleşik Bellek,8 GB,Mavi,,2,,USB-C,Q Türkçe (Aydınlatmalı),Dahili,QHD,,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,512 GB,Mac Os,Apple M3,Dahili Ekran Kartı,"13,6 inç",2560 x 1664,Paylaşımlı,3. Nesil,Apple Türkiye Garantili,2 Yıl,,Yok,,,
4234,https://www.trendyol.com/zeiron/mirage-x25-ryzen-7-5700x-32gb-ram-512gb-m-2-nvme-ssd-8gb-rtx3050-sivi-sogutmali-oyuncu-bilgisayari-p-820429717,Zeiron Mirage X25 Ryzen 75700X 32GB RAM 512GB M.2 Nvme SSD 8GB RTX3050 Sıvı Soğutmalı Oyuncu Bilgisayarı,Mirage X25 Ryzen 7,,32 GB,,,,,,,,4 kg ve üzeri,,Harici,,,,8,HDD Yok,,,DDR4,64 GB,,,3.4,,Display Port,Yok,GDDR6,Ultra HD 4K (UHD),,,,,,Yok,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 3050,,3840 x 2160,8 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4235,https://www.trendyol.com/asus/fhd-intel-core-i5-1235u-islemci-intel-iris-xe-graphics-16gb-ram-512gb-ssd-windows-11-x1502za-p-778422109,"ASUS Fhd, İntel Core İ5-1235Uİşlemci, İntel İris Xe GRAPHICS,16GB Ram,512GB Ssd, Windows 11-X1502ZA",,19.999 TL,16 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,10,HDD Yok,Yok,,DDR4,8 GB,Siyah,,3.3,4.4,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),,Yok,Var,,4-6 Saat,Yok,,,,,,,,,,,,,512 GB,Windows,Intel Core i5,Intel XE Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,Asus Türkiye Garantili,2 Yıl,,Yok,,,
4236,https://www.trendyol.com/zeiron/acx17-ryzen-5-5500-16gb-512gb-nvme-m-2-ssd-nvidia-gtx1050ti-oyuncu-masaustu-bilgisayar-p-463668966,Zeiron Acx17 Ryzen 5 550016gb 512gb Nvme M.2 Ssd Nvidia Gtx1050ti Oyuncu Masaüstü Bilgisayar,Acx17 Ryzen 5 5500,14.849 TL,16 GB,,,,,,,,4 kg ve üzeri,,Harici,,,,6,HDD Yok,,,DDR4,64 GB,,,3.6,,HDMI,Yok,GDDR5,,,,,,,Yok,,Yok,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 5,Nvidia GeForce GTX1050 Ti,,1920 x 1080,4 GB ve altı,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4237,https://www.trendyol.com/asus/vivobook-15-x1504za-nj1267a004-i3-1215u-24gb-512ssd-15-6-fhd-freedos-dizustu-bilgisayar-cnt005-p-903715025,"ASUS VivoBook 15X1504ZA-NJ1267A004 i3-1215U 24GB 512SSD 15.6"" FHD FreeDOS Dizüstü Bilgisayar-CNT005",,,24 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1215U,,6,HDD Yok,Yok,TN,DDR4,,Lacivert,,1.0,4.4,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),Dahili,Full HD (FHD),,Yok,,,6 Saat ve Üstü,Yok,,,,,,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",,,,,,512 GB,Linux,Intel Core i3,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,Resmi Distribütör Garantili,2 Yıl,TR,Yok,,,
4238,https://www.trendyol.com/zeiron/ncx9-i5-12400f-16gb-512gb-nvme-m-2-ssd-gtx1660-super-23-8-curved-oyuncu-masaustu-bilgisayar-p-824366823,"Zeiron Ncx9 i5 12400F 16GB512GB NVMe M.2 SSD GTX1660 Super 23.8"" Curved Oyuncu Masaüstü Bilgisayar",Ncx9 i5 12400F 16GB,21.313 TL,16 GB,,,,,,,,4 kg ve üzeri,75 Hz,Harici,,,,6,HDD Yok,,VA,DDR4,64 GB,,,2.5,,HDMI,RGB,GDDR6,Full HD (FHD),,,,,,Yok,,512 GB,2.50 GHz - 3.00 GHz,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Nvidia GeForce GTX 1660 SUPER,"24"" / 61 Ekran",1920 x 1080,6 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4239,https://www.trendyol.com/hp/omen-17-amd-ryzen-7-8845hs-96gb-1tb-ssd-8gb-rtx4070-freedos-17-3-240hz-3ms-qhd-ips-oma44qleaw18-p-881272561,"HP Omen 17 Amd Ryzen 7-8845HS96GB 1tb SSD 8GB/RTX4070 Freedos 17.3"" 240Hz 3ms Qhd IPS OMA44QLEAW18",,"98.999,98 TL",96 GB,,,,,,,Oyun,2 - 4 kg,240 Hz,Harici,,Belirtilmemiş,,8,HDD Yok,Yok,IPS,DDR5,,Siyah,,3.2,,Wi-Fi,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,QHD,,Yok,Yok,,4-6 Saat,Yok,,,,,,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 4070,"17,3 inç",2560 x 1440,8 GB,8. Nesil,Resmi Distribütör Garantili,2 Yıl,,Yok,,,
4240,https://www.trendyol.com/dmc/n129x-gta5-i5-3470-16gb-ram-500gb-hdd-256gb-ssd-gt740-4gb-23-8-curved-oyuncu-masaustu-bilgisayari-p-357555690,"DMC N129x (GTA5) I5-3470,16gbRam,500gb Hdd 256gb Ssd,gt740 4gb 23.8""curved Oyuncu Masaüstü Bilgisayarı","N129x (GTA5) I5-3470,16gb",11.528 TL,16 GB,,,,,,,,,75 Hz,Harici,,,,4,500 GB,,IPS,DDR3,16 GB,,,3.2,,Kablo,Numerik Tuşlu Aydınlatmalı,DDR3,Full HD (FHD),,,,,,Yok,,500 GB,3.00 GHz üstü,250 - 350 W,Var,,,,,,,,256 GB,Windows,Intel Core i5,Nvidia Geforce GT 740,"24"" / 61 Ekran",1920 x 1080,4 GB ve altı,,Resmi Distribütör Garantili,2 Yıl,,,,,
4241,https://www.trendyol.com/acer/aspire-3-i5-1235u-16gb-ram-512gb-ssd-15-6-fhd-fdos-tasinabilir-bilgisayar-per4-canta-p-879882140,ACER Aspire 3 i5 1235U 16GBRAM 512GB SSD 15.6'' FHD FDOS Taşınabilir Bilgisayar & PER4 ÇANTA,,"19.672,24 TL",16 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,,3,4.4,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel Iris Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,Yok,,,
4242,https://www.trendyol.com/zeiron/mirage-x30-ryzen-7-5700x-16gb-ram-512gb-m-2-nvme-ssd-8gb-rtx4060-sivi-sogutmali-oyuncu-bilgisayari-p-821530973,Zeiron Mirage X30 Ryzen 75700X 16GB RAM 512GB M.2 Nvme SSD 8GB RTX4060 Sıvı Soğutmalı Oyuncu Bilgisayarı,Mirage X30 Ryzen 7,30.600 TL,16 GB,,,,,,,,4 kg ve üzeri,,Harici,,,,8,HDD Yok,,,DDR4,64 GB,,,3.4,,Display Port,Yok,GDDR6,Ultra HD 4K (UHD),,,,,,Yok,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 4060,,3840 x 2160,8 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4243,https://www.trendyol.com/acer/nitro-v15-anv15-51-intel-core-i7-13620h-32gb-ram-512gb-ssd-rtx-4050-windows-11h-15-6-fhd-p-879231863,"ACER Nitro V15 ANV15-51Intel® Core™ i7-13620H 32GB Ram 512GB SSD RTX 4050 Windows 11H 15,6"" FHD",,47.999 TL,32 GB,,,,,,,Oyun,2 - 4 kg,144 Hz,Harici,,13620H,,10,HDD Yok,Yok,IPS,DDR5,64 GB,Siyah,,2.4,4.9,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Belirtilmemiş,Full HD (FHD),,,,,,Yok,,,,,,,,,,,,,512 GB,Windows,Intel Core i7,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,6 GB,13. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4244,https://www.trendyol.com/zeiron/ptx90-ryzen-5-3600-32gb-512gb-m-2-1tb-gtx1660-super-27-oyuncu-masaustu-bilgisayari-p-375515940,"Zeiron Ptx90 Ryzen 5 360032gb 512gb M.2+1tb Gtx1660 Super 27"" Oyuncu Masaüstü Bilgisayarı",Ptx90 Ryzen 5 3600,24.549 TL,32 GB,,,,,,,,4 kg ve üzeri,75 Hz,Harici,,,,6,1 TB,,VA,DDR4,32 GB,,,3.6,,HDMI,RGB,GDDR6,Full HD (FHD),,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 5,Nvidia GeForce GTX 1660 SUPER,25 + inç,1920 x 1080,6 GB,,Resmi Distribütör Garantili,2 Yıl,,,,,
4245,https://www.trendyol.com/acer/aspire-3-a315-59-79u8s3-intel-core-i7-1255u-32gb-256gb-ssd-freedos-15-6-fhd-t-bilgisayar-p-906044157,"ACER Aspire 3 A315-59-79U8S3Intel Core i7 1255U 32GB 256GB SSD Freedos 15.6"" FHD T.Bilgisayar",,26.599 TL,32 GB,,,,,,,Ofis - İş,2 - 4 kg,60 Hz,Dahili,,1255U,,10,HDD Yok,Yok,IPS,DDR4,,Gri,,3.5,4.7,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i7,Intel XE Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,CN,Yok,,,
4246,https://www.trendyol.com/monster/abra-a7-v15-3-4-intel-core-i5-13500h-16-gb-ram-1-tb-ssd-6-gb-rtx-3050-freedos-17-3-fhd-144-hz-p-894064414,"MONSTER Abra A7 V15.3.4 IntelCore i5 13500H 16 GB RAM 1 TB SSD 6 GB RTX 3050 FreeDOS 17,3"" FHD 144 Hz",Abra A7 V15.3.4 Intel,33.499 TL,16 GB,,,,,,,Oyun,2 - 4 kg,144 Hz,Harici,,13500H,,14,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,,2.6,4.7,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),,,,,4-6 Saat,,,,,,,,,,,,75W,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Nvidia GeForce RTX 3050,"17,3 inç",1920 x 1080,6 GB,13. Nesil,Monster Türkiye Garantili,2 Yıl,CN,,,,
4247,https://www.trendyol.com/acer/extensa-15-ex215-55-i5-1235u-12gb-ram-256gb-ssd-15-6-fhd-fdos-dizustu-bilgisayar-per4-canta-p-896069891,ACER Extensa 15 EX215-55i5-1235U 12GB RAM 256GB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,,"18.975,01 TL",12 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,TN,DDR4,64 GB,Siyah,,1.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,3 Saat ve Altı,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4248,https://www.trendyol.com/zeiron/tx90-i5-3470-16gb-256gb-ssd-500gb-hdd-gt740-23-8-curved-oyuncu-masaustu-bilgisayari-p-329480930,"Zeiron Tx90 i5-3470 16GB256GB SSD+500GB HDD GT740 23.8"" Curved Oyuncu Masaüstü Bilgisayarı",Tx90 i5-3470 16GB,12.867 TL,16 GB,,,,,,,,2 - 4 kg,75 Hz,Harici,,,,4,500 GB,,TN,DDR3,16 GB,,,3.2,,Wi-Fi,RGB,DDR3,Full HD (FHD),,,,,,Yok,,500 GB,3.00 GHz üstü,350 - 500 W,Var,Tek Ebat,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Nvidia Geforce GT 740,"24"" / 61 Ekran",1920 x 1080,4 GB ve altı,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4249,https://www.trendyol.com/acer/extensa-15-ex215-55-i5-1235u-16gb-ram-512gb-ssd-15-6-fhd-fdos-dizustu-bilgisayar-per4-canta-p-896069888,ACER Extensa 15 EX215-55i5-1235U 16GB RAM 512GB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,,,16 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,TN,DDR4,64 GB,Gri,,1.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,3 Saat ve Altı,Yok,,,,,,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4250,https://www.trendyol.com/zeiron/godwin-x17-ryzen-7-5700x-32gb-ddr4-1tb-nvme-m-2-ssd-gtx1660-super-6gb-oyuncu-masaustu-bilgisayar-p-879424977,Zeiron Godwin X17 Ryzen 75700X 32GB DDR4 1TB NVMe M.2 SSD Gtx1660 Super 6GB Oyuncu Masaüstü Bilgisayar,Godwin X17 Ryzen 7,26.249 TL,32 GB,,,,,,,,4 kg ve üzeri,,Harici,,,,8,HDD Yok,,,DDR4,64 GB,,,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia Geforce GTX1660,,,6 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4251,https://www.trendyol.com/acer/extensa-15-ex215-55-i5-1235u-16gb-ram-256gb-ssd-15-6-dizustu-bilgisayar-per4-canta-uyumlu-p-896069809,ACER Extensa 15 EX215-55i5-1235U 16GB RAM 256GB SSD 15.6'' Dizüstü Bilgisayar & PER4 ÇANTA Uyumlu,,"19.729,94 TL",16 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,TN,DDR4,64 GB,Siyah,,1.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,3 Saat ve Altı,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4252,https://www.trendyol.com/zeiron/rcx50-windows-11-pro-ryzen-5-3600-16gb-512gb-ssd-rx580-8gb-23-8-oyuncu-masaustu-bilgisayar-p-773586874,"Zeiron Rcx50 | Windows 11 ProRyzen 5 3600 16GB 512GB SSD RX580 8GB 23.8"" Oyuncu Masaüstü Bilgisayar",Rcx50 | Windows 11 Pro,17.999 TL,16 GB,,,,,,,,4 kg ve üzeri,75 Hz,Harici,,,,6,HDD Yok,,VA,DDR4,64 GB,,,3.6,,Wi-Fi,RGB,GDDR5,Full HD (FHD),,,,,,Yok,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 5,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,8 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4253,https://www.trendyol.com/acer/extensa-15-ex215-55-i5-1235u-8gb-ram-256gb-ssd-15-6-fhd-fdos-dizustu-bilgisayar-per4-canta-p-896069621,ACER Extensa 15 EX215-55i5-1235U 8GB RAM 256GB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,,"18.975,01 TL",8 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,TN,DDR4,64 GB,Gri,,1.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,3 Saat ve Altı,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4254,https://www.trendyol.com/zeiron/damage-x20-ryzen-7-5700x-32gb-1tb-m-2-nvme-ssd-rtx3050-27-240hz-oyuncu-masaustu-bilgisayar-p-859921678,"Zeiron Damage X20 Ryzen 75700X 32GB 1TB M.2 Nvme SSD Rtx3050 27"" 240Hz Oyuncu Masaüstü Bilgisayar",Damage X20 Ryzen 7,,32 GB,,,,,,,,4 kg ve üzeri,240 Hz,Harici,,,,8,HDD Yok,,VA,DDR4,64 GB,,,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 3050,25 + inç,1920 x 1080,8 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4255,https://www.trendyol.com/acer/extensa-15-ex215-55-i5-1235u-32gb-ram-1tb-ssd-15-6-fhd-fdos-dizustu-bilgisayar-per4-canta-p-896069599,ACER Extensa 15 EX215-55i5-1235U 32GB RAM 1TB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,,,32 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,TN,DDR4,64 GB,Siyah,,1.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,3 Saat ve Altı,Yok,,,,,,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4256,https://www.trendyol.com/dmc/n231-gta-5-i5-3470-16gb-ram-500gb-hdd-256gb-ssd-gt740-24-curved-masaustu-oyuncu-bilgisayari-p-822524249,"DMC N231 (GTA 5) I5 3470,16gbRam,500gb Hdd,256gb Ssd,gt740,24''curved Masaüstü Oyuncu Bilgisayarı","N231 (GTA 5) I5 3470,16gb",13.849 TL,16 GB,,,,,,,,,75 Hz,Harici,,,,4,500 GB,,,DDR3,,,,3.2,,Kablo,Numerik Tuşlu Aydınlatmalı,DDR3,Full HD (FHD),,,,,,Yok,,500 GB,3.00 GHz üstü,250 - 350 W,Var,,,,,,,,256 GB,Windows,Intel Core i5,Nvidia Geforce GT 740,"24"" / 61 Ekran",1920 x 1080,4 GB ve altı,,Resmi Distribütör Garantili,2 Yıl,,,,,
4257,https://www.trendyol.com/acer/extensa-15-ex215-55-i5-1235u-24gb-ram-256gb-ssd-15-6-fhd-fdos-dizustu-bilgisayar-per4-canta-p-896069475,ACER Extensa 15 EX215-55i5-1235U 24GB RAM 256GB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,,,24 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,TN,DDR4,64 GB,Siyah,,1.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,3 Saat ve Altı,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4258,https://www.trendyol.com/zeiron/mirage-x25-ryzen-7-5700x-32gb-ram-512gb-m-2-nvme-ssd-8gb-rtx3050-sivi-sogutmali-oyuncu-bilgisayari-p-820429717,Zeiron Mirage X25 Ryzen 75700X 32GB RAM 512GB M.2 Nvme SSD 8GB RTX3050 Sıvı Soğutmalı Oyuncu Bilgisayarı,Mirage X25 Ryzen 7,,32 GB,,,,,,,,4 kg ve üzeri,,Harici,,,,8,HDD Yok,,,DDR4,64 GB,,,3.4,,Display Port,Yok,GDDR6,Ultra HD 4K (UHD),,,,,,Yok,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 3050,,3840 x 2160,8 GB,,Zeiron Türkiye Garantili,2 Yıl,,,,,
4259,https://www.trendyol.com/acer/extensa-15-ex215-55-i5-1235u-48gb-ram-256gb-ssd-15-6-fhd-fdos-dizustu-bilgisayar-per4-canta-p-896069450,ACER Extensa 15 EX215-55i5-1235U 48GB RAM 256GB SSD 15.6'' FHD FDOS Dizüstü Bilgisayar & PER4 ÇANTA,,,48 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,12+,HDD Yok,Yok,TN,DDR4,64 GB,Siyah,,1.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,,,,3 Saat ve Altı,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,ACER Türkiye Garantili,2 Yıl,,,,,
4260,https://www.trendyol.com/zeiron/acx17-ryzen-5-5500-16gb-512gb-nvme-m-2-ssd-nvidia-gtx1050ti-oyuncu-masaustu-bilgisayar-p-463668966,Zeiron Acx17 Ryzen 5 550016gb 512gb Nvme M.2 Ssd Nvidia Gtx1050ti Oyuncu Masaüstü Bilgisayar,Acx17 Ryzen 5 5500,14.849 TL,16 GB,,,,,,,,4 kg ve üzeri,,Harici,,,,6,HDD Yok,,,DDR4,64 GB,,,3.6,,HDMI,Yok,GDDR5,,,,,,,Yok,,Yok,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 5,Nvidia GeForce GTX1050 Ti,,1920 x 1080,4 GB ve altı,,Zeiron Türkiye Garantili,2 Yıl,,,,,
