,link,brand,product,originalPrice,Garanti Tipi,Dahili Hafıza,RAM Kapasitesi,Ekran Boyutu,Pil Gücü (mAh),Mobil Bağlantı Hızı,Ön Kamera Çözünürlüğü,Kamera Çözünürlüğü,Ön Kamera Sayısı,Ekran Çözünürlüğü,Ekran Teknolojisi,Ön Kamera Çözünürlük Aralığı,Görüntü Teknolojisi,Ana Kamera Flaş,Ön Kamera Flaş,Ekran Cinsi,Arka Kamera Sayısı,Ekran Boyut Aralığı,İşletim Sistemi,Çift Hat,Kablosuz Şarj,Yüz Tanıma,Dokunmatik Ekran,Garanti Süresi,Şarj Girişi,Ana Kamera Çözünürlük Aralığı,NFC,Ekran Yenileme Hızı,Kulaklık Girişi,Şarj Hızı,Arttırılabilir Hafıza (Hafıza Kartı Desteği),Batarya Kapasitesi Aralığı,Parmak İzi Okuyucu,Suya/Toza Dayanıklılık,Renk,Yapay Zeka,Video Kayıt Çözünürlüğü,Menşei,Cep Telefonu Modeli,Radio,CPU Aralık,Görüntülü Konuşma,Kozmetik Durum,Tamir Edilebilirlik,CE Uygunluk Sembolu,İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı,Üretici Bilgisi
38,https://www.trendyol.com/reeder/p13-blue-2022-2-gb-32-gb-mavi-cep-telefonu-reeder-turkiye-garantili-p-195148413,Reeder P13 Blue 2022 2 GB+32GB Mavi Cep Telefonu (Reeder Türkiye Garantili),P13 Blue 2022 2 GB+32,,Reeder Türkiye Garantili,32 GB,2 GB,6 inç ve üstü,3800,4.5G,5 - 8 MP,5 - 10 MP,1,HD,HD+,5 - 10 MP,LCD,Var,Yok,LCD,3,6'' - 6.5'',Android,Var,Yok,Var,Var,2 Yıl,Micro-USB,5 - 10 MP,Yok,60 Hz,3.5 mm,10-20 W,Var,3500-4000 mAh,Var,Yok,Mavi,Var,1080p (Full HD),,,,,,,,,,
39,https://www.trendyol.com/oppo/a60-nfc-16-gb-ram-8-8-dinamik-ram-256-gb-gece-moru-kablolu-kulaklik-p-875669278,Oppo A60 Nfc 16 Gb Ram (8 8DİNAMİK RAM) 256 Gb Gece Moru Kablolu Kulaklık,A60 Nfc 16 Gb Ram (8 8,,Resmi Distribütör Garantili,256 GB,16 GB,"6,67 inç",5000,4.5G,8 MP,50 MP,1,HD+,HD+,5 - 10 MP,LCD,Var,Yok,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,3.5 mm,40-60 W,Var,5000-6000 mAh,Var,Var,Mor,Var,1080p (Full HD),TR,,,,,,,,,
40,https://www.trendyol.com/apple/yenilenmis-iphone-11-128-gb-b-grade-p-344262721,Apple Yenilenmiş Iphone 11128 Gb B Grade,Yenilenmiş Iphone 11,,Yenilenmiş Ürün (12 Ay Garanti),128 GB,4 GB,"6,1 inç",3110,,,12 MP,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,3000-3500 mAh,,,Siyah,,,TR,,,,,B seviye-Çok İyi,,,,
41,https://www.trendyol.com/apple/iphone-15-128-gb-siyah-p-762254878,Apple iPhone 15 128 GB Siyah,iPhone 15 128 GB Siyah,,Apple Türkiye Garantili,128 GB,6 GB,"6,1 inç",3000 - 4000,5G,12 MP,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,LCD,,,FHD Süper AMOLED,2,6'' - 6.5'',iOS,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,144 Hz,USB Type-C,10-20 W,,3000-3500 mAh,Var,Var,Siyah,Var,4320p (Ultra HD) 8K,,iPhone 15,Yok,2.0-2.5 GHz,Var,,,,,
42,https://www.trendyol.com/samsung/yenilenmis-galaxy-note-20-ultra-256-gb-siyah-12-ay-garantili-b-grade-p-689214723,Samsung Yenilenmiş GalaxyNote 20 Ultra 256 Gb Siyah (12 AY GARANTİLİ) - B Grade,Yenilenmiş Galaxy,,,256 GB,4 GB,6 inç ve üstü,,,,,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,,,,Siyah,,,,,,,,B seviye-Çok İyi,,,,
43,https://www.trendyol.com/samsung/galaxy-s23-ultra-512-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-635097861,Samsung Galaxy S23 Ultra 512GB Siyah Cep Telefonu (Samsung Türkiye Garantili),Galaxy S23 Ultra 512,,Samsung TR Garantili,512 GB,8 GB,"6,6 inç",5000,5G,8 - 14 MP,48MP + 8MP + 5MP + 2MP,1,QHD+,Dinamik AMOLED,15 - 20 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Yok,Yok,Var,Var,2 Yıl,USB Type-C,15 - 20 MP,Yok,120 Hz,USB Type-C,40-60 W,Yok,5000-6000 mAh,Var,Yok,Siyah,Yok,,,Samsung Galaxy S23 Ultra,,,,,,,,
44,https://www.trendyol.com/xiaomi/15-ultra-512-gb-siyah-xiaomi-turkiye-garantili-p-903855197,"Xiaomi 15 Ultra 512 GB, Siyah(Xiaomi Türkiye Garantili)",,,Xiaomi Türkiye Garantili,512 GB,16 GB,6 - 8 inç,5000 ve üstü,5G,32 MP,50 MP,1,QHD,QLED,20 - 40 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,,Var,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,USB Type-C,80-100 W,,5000-6000 mAh,Var,,Siyah,,1080p (Full HD),CN,,,,,,,,,
45,https://www.trendyol.com/hiking/a43-128-gb-6-gb-ram-cep-telefonu-buz-mavisi-p-786834376,Hiking A43 128 GB 6 GB RAMCep Telefonu Buz Mavisi,A43 128 GB 6 GB RAM,,Resmi Distribütör Garantili,128 GB,4 GB,"4 - 4,5 inç",1500 ve altı,4.5G,5 MP,5 MP ve altı,1,HD,,5 - 10 MP,LCD,Var,Yok,LCD,3,6'' - 6.5'',Android,Yok,Yok,Yok,Var,2 Yıl,USB Type-C,40 - 60 MP,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Var,Yok,Mavi,Yok,,TR,,,,,,,Ürün görselinde bulunmuyor,,Detayını Gör
46,https://www.trendyol.com/tecno/spark-go-2024-128-gb-4-gb-ram-cep-telefonu-tecno-turkiye-garantili-p-802144912,TECNO SPARK Go 2024 128 GB /4 GB RAM Cep Telefonu (TECNO Türkiye Garantili),SPARK Go 2024 128 GB /,,Resmi Distribütör Garantili,128 GB,4 GB,"6,6 inç",5000,4G,5 -10 MP,13 MP + 2 MP,1,HD+,HD+,5 - 10 MP,LCD,Var,Var,LCD,2,4.5'' - 5'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,90 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Var,Yok,Siyah,Yok,,,,,,,,,,,
47,https://www.trendyol.com/samsung/galaxy-a16-6-gb-ram-128-gb-siyah-samsung-turkiye-garantili-p-879171109,Samsung Galaxy A16 6 GB RAM128 GB Siyah (Samsung Türkiye Garantili),Galaxy A16 6 GB RAM,,Samsung TR Garantili,128 GB,6 GB,"6,7 inç",5000,4.5G,10 MP,50 MP,1,FHD+,FHD+,10 - 15 MP,AMOLED,Var,Yok,,1,6.5'' - 7'',Android,Var,,,Var,2 Yıl,,40 - 60 MP,Var,120 Hz,,,,5000-6000 mAh,,Var,Siyah,,,TR,,,,,,,,,
48,https://www.trendyol.com/apple/yenilenmis-iphone-11-64gb-b-kalite-beyaz-p-316177451,Apple Yenilenmiş IPHONE 1164GB -B Kalite- Beyaz,Yenilenmiş IPHONE 11,,Yenilenmiş Ürün (12 Ay Garanti),64 GB,4 GB,6 inç ve üstü,,,,,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,,,,Beyaz,,,,,,,,B seviye-Çok İyi,,,,
49,https://www.trendyol.com/apple/iphone-16-pro-256gb-col-titanyum-p-857296087,Apple iPhone 16 Pro 256GB ÇölTitanyum,iPhone 16 Pro 256GB Çöl,,Apple Türkiye Garantili,256 GB,8 GB,"6,26 inç",3000 - 4000,5G,12 MP,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,SXRD,,,OLED,3,6'' - 6.5'',iOS,Var,Var,Var,Var,2 Yıl,USB Type-C,80 - 100 MP,Var,120 Hz,USB Type-C,20-40 W,,3500-4000 mAh,Yok,Var,Bej,Var,2160p (Ultra HD) 4K,,iPhone 16 Pro,Yok,,Var,,,,,
50,https://www.trendyol.com/oppo/a60-8-gb-ram-256-gb-mavi-cep-telefonu-oppo-turkiye-garantili-p-849749246,Oppo A60 8 GB RAM 256 GB MaviCep Telefonu (Oppo Türkiye Garantili),A60 8 GB RAM 256 GB Mavi,,Oppo Türkiye Garantili,256 GB,8 GB,"6,67 inç",5000 ve üstü,4.5G,8 MP ve üstü,50 MP,1,HD+,HD+,5 - 10 MP,LCD,Var,Yok,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,3.5 mm,40-60 W,Var,5000-6000 mAh,Var,Yok,Mavi,Yok,1080p (Full HD),TR,,,,,,,,,
51,https://www.trendyol.com/oppo/a60-8-gb-ram-256-gb-mor-cep-telefonu-oppo-turkiye-garantili-p-849749247,Oppo A60 8 GB RAM 256 GB MorCep Telefonu (Oppo Türkiye Garantili),A60 8 GB RAM 256 GB Mor,,Oppo Türkiye Garantili,256 GB,8 GB,"6,67 inç",5000 ve üstü,4.5G,8 MP ve üstü,50 MP,1,HD+,HD+,5 - 10 MP,LCD,Var,Yok,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,3.5 mm,40-60 W,Var,5000-6000 mAh,Var,Yok,Mor,Yok,1080p (Full HD),TR,,,,,,,,,
52,https://www.trendyol.com/reeder/s19-max-128-gb-4-gb-ram-siyah-cep-telefonu-turkiye-garantili-p-315786927,Reeder S19 Max 128 Gb 4 GbRam Siyah Cep Telefonu ( Türkiye Garantili),S19 Max 128 Gb 4 Gb,,Reeder Türkiye Garantili,128 GB,4 GB,"6,51 inç",3950,4G,5 MP,5 MP ve altı,1,HD+,FHD+,5 MP ve altı,AMOLED,Var,Yok,IPS LCD,3,6'' - 6.5'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Yok,60 Hz,3.5 mm,10-20 W,Var,3500-4000 mAh,Var,Yok,Siyah,Yok,1080p (Full HD),,Reeder S19 Max,,,,,,,,
53,https://www.trendyol.com/omix/x5-12gb-ram-6-gb-ram-6gb-vram-128gb-ve-harika-mixpods-pro-2-bluetooth-kulaklik-hediyeli-p-841935857,omix X5 12gb Ram (6 GBRAM+6GB VRAM)  128gb ve  Harika Mixpods Pro 2 Bluetooth Kulaklık Hediyeli,X5 12gb Ram (6 GB,,Resmi Distribütör Garantili,128 GB,8 GB,"6,5 inç",5000 ve üstü,4G,8 MP,50 MP,1,HD+,HD,5 - 10 MP,LCD,Var,,HD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Yok,90 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Var,Var,Gri,Yok,720p (HD),,,,,,,,,,
54,https://www.trendyol.com/xiaomi/redmi-note-14-pro-8gb-ram-256gb-rom-mor-p-891692665,"Xiaomi Redmi Note 14 Pro  8GBRAM 256GB ROM, Mor",Redmi Note 14 Pro  8GB,,Xiaomi Türkiye Garantili,256 GB,12 GB,"6,67 inç",5000 ve üstü,4G,32 MP,20 MP ve üstü,1,FHD+,FHD+,20 - 40 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,120 Hz,3.5 mm,40-60 W,Var,5000-6000 mAh,Var,Var,Mor,,1080p (Full HD),CN,,,,,,,,,
55,https://www.trendyol.com/samsung/galaxy-a06-128gb-altin-cep-telefonu-samsung-turkiye-garantili-p-857140575,Samsung Galaxy A06 128GBAltın Cep Telefonu (Samsung Türkiye Garantili),Galaxy A06 128GB,,Resmi Distribütör Garantili,128 GB,4 GB,6 - 8 inç,4000 - 5000,4G,8 MP,50 MP,1,FHD+,,5 - 10 MP,AMOLED,Var,,AMOLED,3,6.5'' - 7'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Var,60 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Var,Yok,Altın,,,,,,,,,,,,
56,https://www.trendyol.com/xiaomi/mi-14-ultra-16-512-gb-beyaz-resmi-distributor-garantili-p-849731503,Xiaomi Mi 14 Ultra 16/512 GbBeyaz (Resmi Distribütör Garantili),Mi 14 Ultra 16/512 Gb,,Resmi Distribütör Garantili,512 GB,16 GB,"6,67 inç",4000 - 5000,,,20 MP ve üstü,1,FHD+,,15 - 20 MP,AMOLED,Var,,AMOLED,4,,Android,Var,Yok,Var,Var,2 Yıl,,20 - 40 MP,Var,120 Hz,,10-20 W,Var,4000-4500 mAh,Var,Var,Beyaz,Yok,,,,,,,,,,,
57,https://www.trendyol.com/apple/iphone-16-128gb-pembe-p-857296122,Apple iPhone 16 128GB Pembe,iPhone 16 128GB Pembe,,Apple Türkiye Garantili,128 GB,8 GB,"6,1 inç",3000 - 4000,5G,12 MP,5 - 10 MP,1,FHD+,,5 - 10 MP,SXRD,,,OLED,2,6'' - 6.5'',iOS,Yok,Var,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Var,60 Hz,USB Type-C,20-40 W,,3500-4000 mAh,Yok,Yok,Pembe,Var,1080p (Full HD),,iPhone 16,Yok,2.0-2.5 GHz,Var,,,,,
58,https://www.trendyol.com/samsung/galaxy-s25-ultra-512-gb-titanyum-siyah-samsung-turkiye-garantili-p-889950721,Samsung Galaxy S25 Ultra 512GB Titanyum Siyah (Samsung Türkiye Garantili),Galaxy S25 Ultra 512,,Samsung TR Garantili,512 GB,12 GB,,4000 - 5000,5G,12 MP,20 MP ve üstü,1,QHD+,Dinamik AMOLED,10 - 15 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,,USB Type-C,,,4500-5000 mAh,Var,Var,Siyah,Var,,VN,,,,,,,,,
59,https://www.trendyol.com/reeder/s19-max-2-32-gb-beyaz-p-666772482,Reeder S19 Max 2/32 Gb Beyaz,S19 Max 2/32 Gb Beyaz,,Resmi Distribütör Garantili,32 GB,2 GB,"6,51 inç",3950,4.5G,5 MP,13 MP,1,HD,,5 MP ve altı,LCD,Var,,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,2 Yıl,USB Type-C,10 - 15 MP,Yok,60 Hz,3.5 mm,10-20 W,Yok,3500-4000 mAh,Yok,Yok,Beyaz,Yok,,,,,,,,,,,
60,https://www.trendyol.com/general-mobile/gm-24-pro-dual-256-gb-8gb-8-gb-genisletilmis-ram-cep-telefonu-p-757950563,General Mobile Gm 24 Pro Dual256 Gb (8GB 8 GB GENİŞLETİLMİŞ RAM) Cep Telefonu,Gm 24 Pro Dual,,Üretici Garantili,256 GB,16 GB,6 inç ve üstü,5000,4.5G,Yok,50 MP,1,FHD+,FHD+,15 - 20 MP,AMOLED,Var,Yok,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,120 Hz,3.5 mm,20-40 W,Var,4500-5000 mAh,Var,Yok,Gri,Yok,,,,,,,,Yetkili Servis ile Tamiri Gerekir.,Ürün görselinde bulunuyor,Detayını Gör,Detayını Gör
61,https://www.trendyol.com/poco/c65-8-gb-ram-256-gb-siyah-xiaomi-turkiye-garantili-p-809388083,POCO C65 8 GB RAM 256 GBSiyah (Xiaomi Türkiye Garantili),C65 8 GB RAM 256 GB,,Xiaomi Türkiye Garantili,256 GB,8 GB,"6,8 inç",5000,4G,8 MP,50 MP + 5 MP + 2 MP,1,HD+,HD+,5 - 10 MP,LCD,Var,Var,LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Yok,Siyah,Yok,1080p (Full HD),,,,,,,,,,
62,https://www.trendyol.com/samsung/galaxy-z-flip5-256-gb-mor-samsung-turkiye-garantili-p-745785543,Samsung Galaxy Z Flip5 256 GBMor (Samsung Türkiye Garantili),Galaxy Z Flip5 256 GB,,Samsung TR Garantili,256 GB,8 GB,6 - 8 inç,3700,5G,5 -10 MP,10 - 15 MP,1,FHD+,Dinamik AMOLED,5 - 10 MP,AMOLED,Var,Var,AMOLED,2,6.5'' - 7'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,10 - 15 MP,Var,60 Hz,USB Type-C,10-20 W,Yok,4500-5000 mAh,Var,Var,Mor,Yok,,,,,,,,,,,
63,https://www.trendyol.com/tecno/pova-5-8-256-gb-tecno-turkiye-garantili-p-781603180,TECNO Pova 5 8/256 GB (TECNOTürkiye Garantili),Pova 5 8/256 GB (TECNO,,Üretici Garantili,256 GB,8 GB,"6,7 inç",6000,4.5G,5 - 8 MP,50 MP,1,HD+,,5 - 10 MP,LCD,Var,,LCD,2,4.5'' - 5'',Android,Var,Yok,Yok,Var,2 Yıl,USB Type-C,10 - 15 MP,Var,60 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Yok,Yok,Altın,Yok,,,,,,,,,,,
64,https://www.trendyol.com/honor/magic-7-lite-256-gb-8-gb-ram-siyah-honor-turkiye-garantili-p-899569180,Honor Magic 7 Lite 256 GB 8GB Ram Siyah Honor Türkiye Garantili,,,Honor Türkiye Garantili,256 GB,8 GB,,,5G,10 - 20 MP,,1,,Dinamik AMOLED,,,Var,,OLED,2,6.5'' - 7'',Android,,Yok,Var,Var,2 Yıl,USB Type-C,,,120 Hz,,60-80 W,Yok,6000-7000 mAh,Var,Var,Siyah,,1080p (Full HD),,,,,,,,,,
65,https://www.trendyol.com/xiaomi/redmi-12-128-gb-8-gb-ram-siyah-cep-telefonu-turkiye-garantili-p-770302563,Xiaomi Redmi 12 128 Gb 8 GbRam Siyah Cep Telefonu ( Türkiye Garantili),Redmi 12 128 Gb 8 Gb,,Xiaomi Türkiye Garantili,128 GB,8 GB,"6,8 inç",4000 - 5000,4G,8 MP,5 - 10 MP,1,FHD+,FHD+,5 - 10 MP,LCD,Var,Yok,IPS LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Yok,90 Hz,USB Type-C,10-20 W,Var,4000-4500 mAh,Var,Yok,Siyah,Yok,1080p (Full HD),,Xiaomi Redmi 12C,,,,,,,,
66,https://www.trendyol.com/oppo/reno11-f-5g-8-gb-ram-256-gb-palmiye-yesili-akilli-telefon-oppo-turkiye-garantili-p-831048833,Oppo Reno11 F 5G 8 GB RAM 256GB Palmiye Yeşili Akıllı Telefon (OPPO Türkiye Garantili),Reno11 F 5G 8 GB RAM 256,,Oppo Türkiye Garantili,256 GB,8 GB,"6,7 inç",5000,5G,32 MP,64 MP + 2 MP + 2 MP,1,FHD+,FHD+,20 - 40 MP,AMOLED,Var,,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,120 Hz,USB Type-C,60-80 W,Var,4500-5000 mAh,Var,Var,Yeşil,Var,2160p (Ultra HD) 4K,,,,,,,,,,
67,https://www.trendyol.com/apple/iphone-15-128-gb-mavi-p-762254881,Apple iPhone 15 128 GB Mavi,iPhone 15 128 GB Mavi,,Apple Türkiye Garantili,128 GB,6 GB,"6,1 inç",3000 - 4000,5G,12 MP,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,LCD,,,FHD Süper AMOLED,2,6'' - 6.5'',iOS,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,144 Hz,USB Type-C,10-20 W,,3000-3500 mAh,Var,Var,Mavi,Var,4320p (Ultra HD) 8K,,iPhone 15,Yok,2.0-2.5 GHz,Var,,,,,
68,https://www.trendyol.com/apple/yenilenmis-iphone-x-64gb-b-kalite-uzay-grisi-p-136183322,Apple Yenilenmiş IPHONE X64GB -B Kalite- Uzay Grisi,Yenilenmiş IPHONE X,,İthalatçı Garantili,64 GB,3 GB,"5,5 - 6 inç",2400 - 3000,,,10 - 15 MP,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,2000-3000 mAh,,,Gri,,,,,,,,B seviye-Çok İyi,,,,
69,https://www.trendyol.com/xiaomi/redmi-14c-6gb-128gb-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-869864072,Xiaomi Redmi 14C 6GB 128GBSiyah Cep Telefonu (Xiaomi Türkiye Garantili),Redmi 14C 6GB 128GB,,Resmi Distribütör Garantili,128 GB,6 GB,6 inç ve üstü,4000 - 5000,4G,13 MP,5 - 10 MP,1,,,5 - 10 MP,3LCD,Var,Var,,1,6.5'' - 7'',Android,Var,,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Yok,120 Hz,USB Type-C,10-20 W,,4500-5000 mAh,Var,Yok,Siyah,,1080p (Full HD),,,,,,,,,,
70,https://www.trendyol.com/xiaomi/redmi-note-13-pro-8-gb-ram-256-gb-mor-cep-telefonu-xiaomi-turkiye-garantili-p-797235141,Xiaomi Redmi Note 13 Pro 8 GBRAM 256 GB Mor Cep Telefonu (Xiaomi Türkiye Garantili),Redmi Note 13 Pro 8 GB,,Xiaomi Türkiye Garantili,256 GB,8 GB,"6,67 inç",5000,4G,16 MP,200 MP + 8 MP + 2 MP,1,FHD+,FHD+,15 - 20 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,120 Hz,3.5 mm,60-80 W,Var,5000-6000 mAh,Var,Var,Mor,Var,1080p (Full HD),AD,Xiomi Redmi Note 12,,,,,,,,
71,https://www.trendyol.com/samsung/galaxy-s24-fe-128-gb-grafit-cep-telefonu-samsung-turkiye-garantili-p-857140576,Samsung Galaxy S24 FE 128 GBGrafit Cep Telefonu (Samsung Türkiye Garantili),Galaxy S24 FE 128 GB,,Resmi Distribütör Garantili,128 GB,8 GB,6 - 8 inç,4000 - 5000,,10 - 20 MP,50 MP,1,FHD+,,10 - 15 MP,AMOLED,Var,,AMOLED,3,6.5'' - 7'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,10 - 15 MP,Var,60 Hz,,10-20 W,Var,4000-4500 mAh,Var,Var,Gri,Yok,,,,,,,,,,,
72,https://www.trendyol.com/samsung/galaxy-s24-fe-256-gb-gri-cep-telefonu-samsung-turkiye-garantili-p-864687683,Samsung Galaxy S24 FE 256 GBGri Cep Telefonu (Samsung Türkiye Garantili),Galaxy S24 FE 256 GB,,Resmi Distribütör Garantili,256 GB,8 GB,6 - 8 inç,4000 - 5000,,10 - 20 MP,50 MP,1,FHD+,,10 - 15 MP,AMOLED,Var,,AMOLED,3,6.5'' - 7'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,10 - 15 MP,Var,60 Hz,,10-20 W,Var,4000-4500 mAh,Var,Var,Gri,Yok,,,,,,,,,,,
73,https://www.trendyol.com/samsung/galaxy-a35-256-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-816445621,Samsung Galaxy A35 256 GBSiyah Cep Telefonu (Samsung Türkiye Garantili),Galaxy A35 256 GB,,Samsung TR Garantili,256 GB,8 GB,"6,6 inç",5000,5G,13 MP,50 MP,1,FHD+,FHD+,10 - 15 MP,AMOLED,Var,Yok,Super AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,15 - 20 MP,Var,120 Hz,USB Type-C,20-40 W,Var,5000-6000 mAh,Var,Var,Siyah,Yok,1080p (Full HD),TR,,,,,,,,,
74,https://www.trendyol.com/xiaomi/redmi-note-14-8gb-ram-256gb-rom-mavi-p-891692673,"Xiaomi Redmi Note 14 8GB RAM256GB ROM, Mavi",Redmi Note 14 8GB RAM,,Xiaomi Türkiye Garantili,256 GB,8 GB,"6,67 inç",5000 ve üstü,4G,20 MP,,1,HD,HD,20 - 40 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,100 -120 MP,Var,120 Hz,3.5 mm,20-40 W,Var,5000-6000 mAh,Var,Var,Mavi,,1080p (Full HD),TR,,,,,,,,,
75,https://www.trendyol.com/xiaomi/redmi-13c-8-gb-ram-256-gb-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-789833354,Xiaomi Redmi 13C 8 GB RAM 256GB Siyah Cep Telefonu (Xiaomi Türkiye Garantili),Redmi 13C 8 GB RAM 256,,Xiaomi Türkiye Garantili,256 GB,8 GB,"6,7 inç",5000,4.5G,8 MP,50 MP + 2 MP + 2 MP,1,FHD+,,5 - 10 MP,LCD,Var,,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,2 Yıl,USB Type-C,40 - 60 MP,Yok,90 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Var,Siyah,Yok,,,,,,,,,,,
76,https://www.trendyol.com/poco/x7-pro-12gb-ram-512gb-rom-sari-p-887495934,"POCO X7 Pro 12GB RAM 512GBROM, Sarı",X7 Pro 12GB RAM 512GB,,Xiaomi Türkiye Garantili,512 GB,12 GB,6 inç ve üstü,6000,5G,5 - 8 MP,20 MP ve üstü,1,FHD+,FHD+,15 - 20 MP,AMOLED,Var,Var,LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,120 Hz,3.5 mm,80-100 W,Var,6000-7000 mAh,Var,Var,Sarı,Var,1080p (Full HD),CN,,,,,,,,,
77,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078,Apple iPhone 16 Pro Max 256GBNatürel Titanyum,iPhone 16 Pro Max 256GB,,Apple Türkiye Garantili,256 GB,8 GB,"6,95 inç",4000 - 5000,5G,12 MP,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,SXRD,,,OLED,3,6.5'' - 7'',iOS,Var,Var,Var,Var,2 Yıl,USB Type-C,80 - 100 MP,Var,120 Hz,USB Type-C,20-40 W,,4500-5000 mAh,Yok,Var,Gri,Var,2160p (Ultra HD) 4K,US,iPhone 16 Pro Max,Yok,,Var,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",,,
78,https://www.trendyol.com/oppo/reno11-f-5g-8-gb-ram-256-gb-okyanus-mavisi-akilli-telefon-oppo-turkiye-garantili-p-831048834,Oppo Reno11 F 5G 8 GB RAM 256GB Okyanus Mavisi Akıllı Telefon (OPPO Türkiye Garantili),Reno11 F 5G 8 GB RAM 256,,Oppo Türkiye Garantili,256 GB,8 GB,"6,7 inç",5000,5G,32 MP,64 MP + 2 MP + 2 MP,1,FHD+,FHD+,20 - 40 MP,AMOLED,Var,,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,120 Hz,USB Type-C,60-80 W,Var,4500-5000 mAh,Var,Var,Mavi,Var,2160p (Ultra HD) 4K,,,,,,,,,,
