,link,brand,product,price,cosmetic_condition,internal_storage,battery_power_mah,warranty_period,warranty_type,color,main_camera_resolution_range,screen_size,ram_capacity,mobile_connection_speed,camera_resolution,front_camera_count,screen_resolution,screen_technology,front_camera_resolution,front_camera_resolution_range,display_technology,main_camera_flash,front_camera_flash,screen_type,rear_camera_count,screen_size_range,operating_system,dual_sim,wireless_charging,face_recognition,touchscreen,charging_port,nfc,screen_refresh_rate,headphone_jack,charging_speed,expandable_storage,battery_capacity_range,fingerprint_reader,water_dust_resistance,artificial_intelligence,phone_model,video_recording_resolution,country_of_origin,radio,cpu_range,video_call,repairability,ce_compliance,importer_representative,manufacturer_info
1032,https://www.trendyol.com/apple/yenilenmis-iphone-xr-64-gb-kirmizi-cep-telefonu-12-ay-garantili-b-kalite-p-882840760,Apple Yenilenmiş iPhone XR 64GB Kırmızı Cep Telefonu (12 Ay Garantili) - B Kalite,,12.299 TL,B seviye-Çok İyi,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Kırmızı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-128-gb-gumus-cep-telefonu-12-ay-garantili-c-kalite-p-851225710,Apple Yenilenmiş iPhone 13Pro Max 128 GB Gümüş Cep Telefonu (12 Ay Garantili) - C Kalite,,52.399 TL,C seviye-İyi,128 GB,,1 Yıl,Üretici Garantili,Gümüş,10 - 15 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,https://www.trendyol.com/apple/yenilenmis-iphone-11-256-gb-sari-cep-telefonu-12-ay-garantili-b-kalite-p-850395609,Apple Yenilenmiş Iphone 11256 Gb Sarı Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,20.149 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Sarı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,https://www.trendyol.com/huawei/nova-y90-mavi-128-gb-6-gb-ram-yenilenmis-urun-sifiri-gibi-p-848503103,Huawei Nova Y90 Mavi 128 GB /6 GB Ram Yenilenmiş Ürün (Sıfırı Gibi),,11.999 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,40 - 60 MP,6 - 8 inç,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,https://www.trendyol.com/apple/iphone-8-plus-64gb-uzay-grisi-yenilenmis-outlet-p-809583777,Apple Iphone 8 Plus 64gb UzayGrisi - Yenilenmis - Outlet,Iphone 8 Plus 64gb Uzay,8.244 TL,B seviye-Çok İyi,64 GB,,1 Yıl,,Gri,10 - 15 MP,"5 - 5,5 inç",3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-1tb-uzay-siyahi-cep-telefonu-12-ay-garantili-a-kalite-p-888859417,Apple Yenilenmiş Iphone 14Pro 1tb Uzay Siyahı Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,66.499 TL,A seviye-Mükemmel,1 TB,,1 Yıl,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-256-gb-altin-cep-telefonu-12-ay-garantili-b-kalite-p-881928345,Apple Yenilenmiş İPhone 14Pro 256 Gb Altın Cep Telefonu (12 Ay Garantili) - B Kalite,,60.199 TL,B seviye-Çok İyi,256 GB,,2 Yıl,,Altın,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,https://www.trendyol.com/samsung/galaxy-a04-64-gb-beyaz-cep-telefonu-samsung-turkiye-garantili-p-374875929,Samsung Galaxy A04 64 GBBeyaz Cep Telefonu (Samsung Türkiye Garantili),Galaxy A04 64 GB,8.999 TL,,64 GB,5000,2 Yıl,Samsung TR Garantili,Beyaz,40 - 60 MP,"6,7 inç",4 GB,4.5G,20 MP ve üstü,1,HD+,HD+,3 - 5 MP,5 - 10 MP,LCD,Var,Var,PLS,2,6'' - 6.5'',Android,Var,Yok,Var,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Yok,Yok,Yok,Samsung Galaxy A04,1080p (Full HD),,,,,,,,
1041,https://www.trendyol.com/apple/yenilenmis-iphone-14-plus-128-gb-sari-cep-telefonu-12-ay-garantili-b-kalite-p-887319017,Apple Yenilenmiş iPhone 14Plus 128 GB Sarı Cep Telefonu (12 Ay Garantili) - B Kalite,,47.199 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Sarı,,"6,7 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-512-gb-derin-mor-cep-telefonu-12-ay-garantili-b-kalite-p-887227567,Apple Yenilenmiş İPhone 14Pro 512 Gb Derin Mor Cep Telefonu (12 Ay Garantili) - B Kalite,,62.699 TL,B seviye-Çok İyi,512 GB,,2 Yıl,,Mor,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,https://www.trendyol.com/apple/yenilenmis-apple-iphone-14-plus-256-gb-12-ay-delta-servis-garantili-a-grade-p-821328659,Apple Yenilenmiş Apple iPhone14 Plus 256 GB (12 Ay Delta Servis Garantili) - A Grade,,53.999 TL,A seviye-Mükemmel,256 GB,3000 - 4000,1 Yıl,Delta Servis Garantili,Siyah,10 - 15 MP,6 inç ve üstü,6 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
1044,https://www.trendyol.com/apple/yenilenmis-iphone-13-128gb-c-kalite-kirmizi-p-897330858,Apple Yenilenmiş IPHONE 13128GB -C Kalite- Kırmızı,,27.389 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,10 - 15 MP,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-128-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-887227108,Apple Yenilenmiş Iphone 13Pro 128 Gb Gümüş Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,47.499 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,https://www.trendyol.com/samsung/yenilenmis-samsung-z-fold-5-512-gb-siyah-a-kalite-p-861306096,Samsung Yenilenmiş Samsung ZFold 5 512 GB Siyah A Kalite,,54.999 TL,A seviye-Mükemmel,512 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-plus-128-gb-siyah-b-kalite-p-752681523,Samsung Yenilenmiş SamsungGalaxy S22 Plus 128 GB Siyah - B Kalite,,24.999 TL,B seviye-Çok İyi,128 GB,,2 Yıl,,Siyah,5 - 10 MP,"6,5 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-ultra-256gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-889874097,Samsung YENİLENMİŞ SAMSUNGGALAXY S23 ULTRA 256GB SİYAH CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,43.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,https://www.trendyol.com/samsung/yenilenmis-galaxy-note-20-ultra-256gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-889626492,Samsung Yenilenmiş GalaxyNote 20 Ultra 256gb Siyah Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,24.399 TL,C seviye-İyi,256 GB,,1 Yıl,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,https://www.trendyol.com/apple/yenilenmis-iphone-12-128-gb-mavi-cep-telefonu-12-ay-garantili-b-kalite-p-887227905,Apple Yenilenmiş Iphone 12128 Gb Mavi Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,26.199 TL,B seviye-Çok İyi,128 GB,,2 Yıl,,Mor,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-512gb-a-kalite-yesil-p-875703473,Samsung Yenilenmiş SAMSUNGGALAXY Z FLİP 5 512GB -A Kalite- Yeşil,Yenilenmiş SAMSUNG,35.119 TL,B seviye-Çok İyi,512 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,10 - 15 MP,"6,7 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-64-gb-uzay-grisi-cep-telefonu-12-ay-garantili-b-kalite-p-847440769,Apple Yenilenmiş iPhone 11Pro 64 GB Uzay Grisi Cep Telefonu (12 Ay Garantili) - B Kalite,,23.149 TL,B seviye-Çok İyi,64 GB,,2 Yıl,,Gri,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,https://www.trendyol.com/samsung/yenilenmis-galaxy-a12-64-gb-beyaz-b-grade-p-689225827,Samsung Yenilenmiş Galaxy A1264 GB Beyaz B Grade,,5.999 TL,B seviye-Çok İyi,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,10 - 15 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,https://www.trendyol.com/apple/yenilenmis-iphone-8-plus-128gb-b-kalite-altin-p-689223770,Apple Yenilenmiş IPHONE 8PLUS 128GB -B Kalite- Altın,Yenilenmiş IPHONE 8,9.499 TL,B seviye-Çok İyi,128 GB,2800 ve üstü,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Altın,10 - 15 MP,6 inç ve üstü,4 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
1055,https://www.trendyol.com/apple/yeni-lenmi-s-apple-iphone-14-pro-1tb-uzay-si-yahi-cep-telefonu-12-ay-garanti-li-b-kali-te-p-891408364,Apple Yeni̇lenmi̇ş AppleIphone 14 Pro 1tb Uzay Si̇yahi Cep Telefonu (12 Ay Garanti̇li̇) - B Kali̇te,,66.199 TL,B seviye-Çok İyi,1 TB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-256-gb-grafit-cep-telefonu-12-ay-garantili-b-kalite-p-887306597,Apple Yenilenmiş Iphone 12Pro Max 256 Gb Grafit Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,41.249 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,https://www.trendyol.com/apple/yenilenmis-iphone-14-256-gb-mor-cep-telefonu-12-ay-garantili-a-kalite-p-887249841,Apple Yenilenmiş iPhone 14256 GB Mor Cep Telefonu (12 Ay Garantili) - A Kalite,,45.549 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-256-gb-grafit-cep-telefonu-12-ay-garantili-b-kalite-p-887227286,Apple Yenilenmiş iPhone 13Pro 256 GB Grafit Cep Telefonu (12 Ay Garantili) - B Kalite,,48.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-512-gb-altin-cep-telefonu-12-ay-garantili-a-kalite-p-887227208,Apple Yenilenmiş iPhone 14Pro 512 GB Altın Cep Telefonu (12 Ay Garantili) - A Kalite,,62.999 TL,A seviye-Mükemmel,512 GB,,1 Yıl,,Altın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-256-gb-sierra-mavisi-cep-telefonu-12-ay-garantili-a-kalite-p-887227138,Apple Yenilenmiş iPhone 13Pro 256 GB Sierra Mavisi Cep Telefonu (12 Ay Garantili) - A Kalite,,48.999 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-256-gb-altin-cep-telefonu-12-ay-garantili-b-kalite-p-886615411,Apple Yenilenmiş iPhone 13Pro 256 GB Altın Cep Telefonu (12 Ay Garantili) - B Kalite,,48.699 TL,B seviye-Çok İyi,256 GB,,,,Altın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,https://www.trendyol.com/apple/yenilenmis-iphone-14-128-gb-gece-yarisi-cep-telefonu-12-ay-garantili-a-kalite-p-885892378,Apple Yenilenmiş iPhone 14128 GB Gece Yarısı Cep Telefonu (12 Ay Garantili) - A Kalite,,40.749 TL,A seviye-Mükemmel,128 GB,,2 Yıl,,Mavi,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,https://www.trendyol.com/apple/yenilenmis-iphone-14-128-gb-gece-yarisi-cep-telefonu-12-ay-garantili-a-kalite-p-885890185,Apple Yenilenmiş Iphone 14128 Gb Gece Yarısı Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,40.749 TL,A seviye-Mükemmel,128 GB,,2 Yıl,,Mavi,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,https://www.trendyol.com/apple/yenilenmis-iphone-14-128-gb-gece-yarisi-cep-telefonu-12-ay-garantili-a-kalite-p-885890136,Apple Yenilenmiş Iphone 14128 Gb Gece Yarısı Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,40.749 TL,A seviye-Mükemmel,128 GB,,2 Yıl,,Kırmızı,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,https://www.trendyol.com/apple/yenilenmis-iphone-14-plus-128-gb-yildiz-isigi-cep-telefonu-12-ay-garantili-a-kalite-p-885841016,Apple Yenilenmiş iPhone 14Plus 128 GB Yıldız Işığı Cep Telefonu (12 Ay Garantili) - A Kalite,,47.499 TL,A seviye-Mükemmel,128 GB,,2 Yıl,,Kırmızı,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-512-gb-sierra-mavisi-cep-telefonu-12-ay-garantili-c-kalite-p-884880988,Apple Yenilenmiş iPhone 13Pro 512 GB Sierra Mavisi Cep Telefonu (12 Ay Garantili) - C Kalite,,50.399 TL,C seviye-İyi,512 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-128-gb-gumus-cep-telefonu-12-ay-garantili-c-kalite-p-883865571,Apple Yenilenmiş Iphone 13Pro 128 Gb Gümüş Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,46.899 TL,C seviye-İyi,128 GB,,1 Yıl,,Altın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,https://www.trendyol.com/talkpod/d30-dijital-analog-hibrit-dmr-el-telsizi-pmr-tekli-paket-p-878586313,Talkpod D30 Dijital-analogHibrit Dmr El Telsizi Pmr Tekli Paket,,"4.709,39 TL",,64 GB,4000 - 5000,2 Yıl,Resmi Distribütör Garantili,Siyah,20 - 40 MP,"5,5 - 6 inç",8 GB,4.5G,20 MP ve üstü,1,,,,20 - 40 MP,,,,,4,5.5'' - 6'',Android,Yok,,,Var,USB Type-C,Var,,3.5 mm,,,3500-4000 mAh,,Yok,,,,,,,,,,,
1070,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-512-gb-uzay-siyahi-a-kalite-p-857388409,Apple Yenilenmiş Iphone 14Pro 512 Gb Uzay Siyahı A Kalite,,61.700 TL,B seviye-Çok İyi,512 GB,,1 Yıl,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-256-gb-sierra-mavisi-c-kalite-p-857137930,Apple Yenilenmiş iPhone 13Pro 256 GB Sierra Mavisi C Kalite,,48.399 TL,C seviye-İyi,256 GB,,1 Yıl,,Mavi,,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-512-gb-uzay-siyahi-c-kalite-p-855609204,Apple Yenilenmiş iPhone 14Pro 512 GB Uzay Siyahı C Kalite,,62.399 TL,C seviye-İyi,512 GB,3200,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,40 - 60 MP,"6,1 inç",6 GB,,48 MP + 12 MP + 12 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
1073,https://www.trendyol.com/apple/yenilenmis-iphone-xr-64-gb-mavi-cep-telefonu-12-ay-garantili-c-kalite-p-847447147,Apple Yenilenmiş iPhone XR 64GB Mavi Cep Telefonu (12 Ay Garantili) - C Kalite,,11.999 TL,C seviye-İyi,64 GB,2400 - 3000,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,10 - 15 MP,"6,1 inç",3 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,2000-3000 mAh,,,,,,TR,,,,,,,
1074,https://www.trendyol.com/apple/yenilenmis-iphone-xr-64-gb-siyah-cep-telefonu-12-ay-garantili-a-grade-p-689225163,Apple Yenilenmiş Iphone Xr 64Gb Siyah Cep Telefonu (12 AY GARANTİLİ) - A Grade,Yenilenmiş Iphone Xr 64,12.299 TL,A seviye-Mükemmel,64 GB,2800 ve üstü,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,10 - 15 MP,6 inç ve üstü,4 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,TR,,,,,,,
1075,https://www.trendyol.com/apple/yenilenmis-iphone-se-2020-128-gb-kirmizi-cep-telefonu-12-ay-garantili-b-kalite-p-890460328,Apple Yenilenmiş iPhone SE2020 128 GB Kırmızı Cep Telefonu (12 Ay Garantili) - B Kalite,,9.799 TL,B seviye-Çok İyi,128 GB,,,,Kırmızı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,https://www.trendyol.com/samsung/yenilenmis-galaxy-a04-64-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-852415524,Samsung Yenilenmiş Galaxy A0464 Gb Beyaz Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,5.999 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-256-gb-altin-a-kalite-p-742718210,Apple Yenilenmiş Iphone 13Pro Max 256 Gb Altın - A Kalite,,54.799 TL,A seviye-Mükemmel,256 GB,4000 - 5000,1 Yıl,Delta Servis Garantili,Altın,10 - 15 MP,6 inç ve üstü,6 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,4000-4500 mAh,,,,,,,,,,,,,
1078,https://www.trendyol.com/alcatel/1-5033f-16-gb-siyah-cep-telefonu-p-453222184,Alcatel 1 5033f 16 Gb SiyahCep Telefonu,1 5033f 16 Gb Siyah,5.410 TL,,16 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Çok Renkli,5 - 10 MP,"4 - 4,5 inç",1 GB,4.5G,5 MP ve altı,1,HD,,5 MP,5 MP ve altı,LCD,Var,,LCD,1,5'' - 5.5'',Android,Var,Yok,Yok,Var,Micro-USB,Yok,60 Hz,3.5 mm,10-20 W,Yok,2000-3000 mAh,Yok,Yok,Yok,,,,,,,,,,
1079,https://www.trendyol.com/general-mobile/yenilenmis-gm9-pro-64-gb-12-ay-garantili-silver-p-899341980,General Mobile Yenilenmiş GM9Pro 64 GB 12 Ay Garantili Silver,,"3.999,90 TL",C seviye-İyi,64 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR,,,,,,,
1080,https://www.trendyol.com/apple/iphone-se-2-nesil-siyah-64gb-yenilenmis-yenilio-yenisi-p-815753200,Apple iPhone SE (2. nesil)Siyah 64GB - Yenilenmiş - Yenilio Yenisi,iPhone SE (2. nesil),8.999 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Siyah,10 - 15 MP,"4,7 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,https://www.trendyol.com/samsung/galaxy-s22-256gb-yesil-yenilenmis-cok-iyi-p-773787136,Samsung Galaxy S22+ 256GBYeşil (Yenilenmiş - Çok İyi),,24.499 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Yeşil,40 - 60 MP,"6,6 inç",12 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,https://www.trendyol.com/infiniti/yenilenmis-infinix-hot-12i-64-gb-siyah-a-grade-p-759324101,infiniti Yenilenmiş InfinixHot 12i 64 GB Siyah A Grade,,4.699 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Siyah,10 - 15 MP,"6,6 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,https://www.trendyol.com/samsung/yenilenmis-galaxy-z-flip-3-128gb-12-ay-garantili-p-683381057,Samsung Yenilenmiş Galaxy ZFlip 3 128gb 12 Ay Garantili,Yenilenmiş Galaxy Z,22.999 TL,,128 GB,,1 Yıl,,Bej,10 - 15 MP,"4,5 - 5 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,https://www.trendyol.com/apple/yenilenmis-iphone-8-plus-64-gb-siyah-cep-telefonu-12-ay-garantili-p-359370214,Apple Yenilenmiş iPhone 8Plus 64 GB Siyah Cep Telefonu (12 Ay Garantili),,8.800 TL,,64 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,https://www.trendyol.com/apple/yenilenmis-iphone-x-silver-64-gb-p-318218331,Apple Yenilenmiş iPhone XSilver 64 GB,Yenilenmiş iPhone X,11.199 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-256gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-887565894,Samsung YENİLENMİŞ SAMSUNGGALAXY S22 ULTRA 256GB SİYAH CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,32.679 TL,C seviye-İyi,256 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,https://www.trendyol.com/apple/yenilenmis-apple-iphone-15-pro-512gb-siyah-titanyum-cep-telefonu-12-ay-garantili-b-kalite-p-885648334,Apple YENİLENMİŞ APPLE IPHONE15 PRO 512GB SİYAH TİTANYUM CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,77.699 TL,B seviye-Çok İyi,512 MB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,https://www.trendyol.com/samsung/yenilenmis-samsung-z-fold-4-1-tb-gri-b-kalite-p-861309154,Samsung Yenilenmiş Samsung ZFold 4 1 TB Gri B Kalite,,41.999 TL,B seviye-Çok İyi,1 TB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-512-gb-12-ay-delta-servis-garantili-b-kalite-p-858140006,Samsung Yenilenmiş SamsungGalaxy Z Flip 5 512 GB (12 Ay Delta Servis Garantili) - B Kalite,,36.999 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Delta Servis Garantili,Beyaz,10 - 15 MP,"6,1 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-512-gb-12-ay-delta-servis-garantili-b-kalite-p-858139811,Samsung Yenilenmiş SamsungGalaxy Z Flip 5 512 GB (12 Ay Delta Servis Garantili) - B Kalite,,36.999 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Delta Servis Garantili,Siyah,10 - 15 MP,"6,1 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64-gb-yesil-cep-telefonu-12-ay-garantili-b-kalite-p-851798330,Apple Yenilenmiş iPhone 12Mini 64 GB Yeşil Cep Telefonu (12 Ay Garantili) - B Kalite,,21.699 TL,B seviye-Çok İyi,64 GB,,1 Yıl,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-512-gb-gumus-b-kalite-p-848454113,Apple Yenilenmiş iPhone 14Pro 512 GB Gümüş B Kalite,,"54.568,93 TL",B seviye-Çok İyi,512 GB,3200,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gümüş,40 - 60 MP,"6,1 inç",6 GB,,48 MP + 12 MP + 12 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
